,carrier,location,date_time,clean_text,fact,emoji,month,hour,sense_dummy,text_len,len_emoji,day,day_of_month,part_of_day,seconds,sin_time,cos_time
13,VerizonSupport,,2021-03-30 23:34:05,needed thank,1,[],3,23,0,12,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
14,VerizonSupport,USA,2021-03-30 23:34:04,always refused auto pay option learned hard way,0,[],3,23,-1,47,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
15,VerizonSupport,"ÜT: 40.689597,-74.176851",2021-03-30 23:33:04,internet service scheduled call customer service,1,[],3,23,0,48,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
16,VerizonSupport,United States,2021-03-30 23:32:52,believe mon get together,1,[],3,23,0,24,0,1,30,evening,52,0.0037815376999142786,0.9999928499607506
17,VerizonSupport,,2021-03-30 23:32:38,happy welcome verizon family please check availability start,0,[],3,23,1,60,0,1,30,evening,38,0.002763434465118793,0.9999961817076888
18,VerizonSupport,Ocean County N.J.  Sarasota Fl,2021-03-30 23:32:15,turning auto pay tired paying hold,0,[],3,23,-1,34,0,1,30,evening,15,0.0010908305661643995,0.999999405044161
19,VerizonSupport,,2021-03-30 23:30:22,optimum wifi,0,[],3,23,1,12,0,1,30,evening,22,0.0015998844651418896,0.9999987201840301
20,VerizonSupport,,2021-03-30 23:29:45,sorry hear trouble internet service happy assist,0,[],3,23,1,48,0,1,30,evening,45,0.0032724865065266256,0.9999946454016965
21,VerizonSupport,United States,2021-03-30 23:26:55,did billed month account vacation suspension,1,[],3,23,0,44,0,1,30,evening,55,0.003999702204792417,0.9999920011591458
22,VerizonSupport,All are welcome in Indy! 💖,2021-03-30 23:22:02,did billed month account vacation suspension,1,[],3,23,0,44,0,1,30,evening,2,0.00014544410382007366,0.9999999894230063
23,VerizonSupport,,2021-03-30 23:21:09,certainly want make sure service signed promotion,0,[],3,23,1,49,0,1,30,evening,9,0.0006544984227701476,0.9999997858158843
24,VerizonSupport,"Wisconsin, USA",2021-03-30 23:19:25,experience switch verizon last year absolutely suck,1,[],3,23,1,51,0,1,30,evening,25,0.0018180503026235678,0.9999983473451829
25,VerizonSupport,,2021-03-30 23:18:53,happy assist way did need assistance today cgs,0,[],3,23,1,46,0,1,30,evening,53,0.003854259222051758,0.9999925723153393
26,VerizonSupport,Ocean County N.J.  Sarasota Fl,2021-03-30 23:02:55,like said cut auto payment hell maybe,1,[],3,23,0,37,0,1,30,evening,55,0.003999702204792417,0.9999920011591458
27,VerizonSupport,America🇺🇲 Europe🇪🇺,2021-03-30 23:01:52,like said cut auto payment hell maybe understand,1,[],3,23,0,48,0,1,30,evening,52,0.0037815376999142786,0.9999928499607506
28,VerizonSupport,America🇺🇲 Europe🇪🇺,2021-03-30 23:00:20,did billed month account vacation suspension,1,[],3,23,0,44,0,1,30,evening,20,0.001454440530541535,0.9999989423008122
29,VerizonSupport,,2021-03-30 22:52:51,hello happy review question may please follow may better assist,0,[],3,22,1,63,0,1,30,evening,51,0.003708816157778148,0.9999931223177027
30,ATT,"Washington, D.C.",2021-03-30 22:52:39,when verizon catch live chat folk speedy attenti,1,[],3,22,1,48,0,1,30,evening,39,0.0028361562322398656,0.9999959781008253
31,VerizonSupport,NC ,2021-03-30 22:51:19,did billed month account vacation suspension,1,[],3,22,0,44,0,1,30,evening,19,0.0013817185515113562,0.9999990454264666
32,VerizonSupport,United States,2021-03-30 22:50:43,did billed month account vacation suspension,1,[],3,22,0,44,0,1,30,evening,43,0.003127043146888234,0.9999951107886266
33,VerizonSupport,Ocean County N.J.  Sarasota Fl,2021-03-30 22:50:29,turning auto pay tired paying hold,0,[],3,22,-1,34,0,1,30,evening,29,0.0021089379495311737,0.9999977761878899
34,VerizonSupport,,2021-03-30 22:49:19,would glad ensure get help need lisa may best assist,0,[],3,22,1,52,0,1,30,evening,19,0.0013817185515113562,0.9999990454264666
35,VerizonSupport,Ocean County N.J.  Sarasota Fl,2021-03-30 22:46:11,did billed month account vacation suspension,1,[],3,22,0,44,0,1,30,evening,11,0.0007999424885157787,0.9999996800459563
36,VerizonSupport,United States,2021-03-30 22:37:59,then find someone help year old woman,1,[],3,22,1,37,0,1,30,evening,59,0.004290587913368087,0.9999907953853163
37,VerizonSupport,"Stockholm, Sweden",2021-03-30 22:36:41,how today fios team family love,0,[],3,22,1,31,0,1,30,evening,41,0.002981599721100411,0.9999955550216727
38,ATT,"Houston, TX",2021-03-30 22:36:33,and reference verizon throttled firefight,1,[],3,22,0,41,0,1,30,evening,33,0.0023998254179889928,0.9999971204148356
39,VerizonSupport,,2021-03-30 22:36:07,sorry helpful this option department jmb,0,[],3,22,-1,40,0,1,30,evening,7,0.0005090543431792651,0.9999998704318295
40,VerizonSupport,PGH by way of NJ ,2021-03-30 22:35:23,sent,1,[],3,22,0,4,0,1,30,evening,23,0.0016726064199428861,0.9999986011929036
41,VerizonSupport,United States,2021-03-30 22:35:05,not helpful,1,[],3,22,0,11,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
42,VZWSupport,"Houston, TX",2021-03-30 22:34:11,pretty funny given cut,0,[],3,22,1,22,0,1,30,evening,11,0.0007999424885157787,0.9999996800459563
43,VerizonSupport,,2021-03-30 22:34:06,hey hannah sorry hear issue happy help please follow,0,[],3,22,1,52,0,1,30,evening,6,0.0004363322991533301,0.9999999048070578
44,VerizonSupport,,2021-03-30 22:32:58,apologize inconvenience provide earliest date available what check,1,[],3,22,1,66,0,1,30,evening,58,0.004217866519298844,0.99999110476145
45,VerizonSupport,,2021-03-30 22:32:56,apologize inconvenience promotion available state some state hav,1,[],3,22,1,64,0,1,30,evening,56,0.004072423664626422,0.9999917076483663
46,VerizonSupport,,2021-03-30 22:32:26,great question verizon fios offer residential landline internet cable service sxs,0,[],3,22,1,81,0,1,30,evening,26,0.0018907722297340735,0.99999821248859
47,VerizonSupport,PGH by way of NJ ,2021-03-30 22:30:06,verizon help for week able watch ondemand say disabled and,1,[],3,22,1,58,0,1,30,evening,6,0.0004363322991533301,0.9999999048070578
48,VerizonSupport,,2021-03-30 22:27:25,get someone help billing last month call,1,[],3,22,0,40,0,1,30,evening,25,0.0018180503026235678,0.9999983473451829
49,VerizonSupport,,2021-03-30 22:26:45,your representative tim new jersey actually said since contract,1,[],3,22,1,63,0,1,30,evening,45,0.0032724865065266256,0.9999946454016965
50,VerizonSupport,,2021-03-30 22:24:24,also regarding gift card term met receive email redeem gift card unfortu,1,[],3,22,0,72,0,1,30,evening,24,0.0017453283658983088,0.9999984769132877
51,VerizonSupport,,2021-03-30 22:24:04,want make sure provide proper assistnace due previous interaction clarify,1,[],3,22,1,73,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
53,ATT,,2021-03-30 22:18:31,thanks reaching heard concern provide support,1,[],3,22,1,45,0,1,30,evening,31,0.0022543817076046643,0.9999974588783296
54,VerizonSupport,"Arlington, VA, USA",2021-03-30 22:16:48,stream but confidence low come due week able get,1,[],3,22,1,48,0,1,30,evening,48,0.003490651415223732,0.9999939076577904
55,VerizonSupport,,2021-03-30 22:11:26,apology understand need calling are contacting regarding stream box,1,[],3,22,0,67,0,1,30,evening,26,0.0018907722297340735,0.99999821248859
56,VerizonSupport,,2021-03-30 22:08:03,going wxw,1,[],3,22,0,9,0,1,30,evening,3,0.00021816615476863465,0.9999999762017642
57,VerizonSupport,"Arlington, VA, USA",2021-03-30 22:05:45,what odds take another hour get operator,1,[],3,22,0,40,0,1,30,evening,45,0.0032724865065266256,0.9999946454016965
58,VerizonSupport,,2021-03-30 22:04:05,thanks clarity occurred see frustrating regard gift card,0,[],3,22,-1,56,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
59,VerizonSupport,"Arlington, VA, USA",2021-03-30 22:01:03,now hour online chat support tell call phone number,1,[],3,22,0,51,0,1,30,evening,3,0.00021816615476863465,0.9999999762017642
60,VerizonSupport,,2021-03-30 22:00:07,cause want make good platform support dgr,0,[],3,22,1,41,0,1,30,evening,7,0.0005090543431792651,0.9999998704318295
61,VerizonSupport,"Arlington, VA, USA",2021-03-30 21:58:47,long story short wait month stream box unable redeem offe,1,[],3,21,-1,57,0,1,30,evening,47,0.0034179297969388783,0.9999941588608922
62,VerizonSupport,"Arlington, VA, USA",2021-03-30 21:57:46,not quite moving instead transferring internet service move date,1,[],3,21,0,64,0,1,30,evening,46,0.003345208160578313,0.9999944047755279
63,VerizonSupport,she/they (6’1) 17 priv=,2021-03-30 21:55:44,grievance post something happened ago ill try next week get back home,1,[],3,21,-1,69,0,1,30,evening,44,0.0031997648351684022,0.9999948807393964
64,VerizonSupport,,2021-03-30 21:54:51,kuru tried log verizon fios quantum gateway router verizon fios quantum,1,[],3,21,0,71,0,1,30,evening,51,0.003708816157778148,0.9999931223177027
65,VerizonSupport,,2021-03-30 21:50:39,wa issue month ago also related free stream box dbu,0,[],3,21,1,51,0,1,30,evening,39,0.0028361562322398656,0.9999959781008253
66,VerizonSupport,"Arlington, VA, USA",2021-03-30 21:47:02,sure said month ago,0,[],3,21,1,19,0,1,30,evening,2,0.00014544410382007366,0.9999999894230063
67,VerizonSupport,,2021-03-30 21:36:05,sad true lol,0,[],3,21,1,12,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
68,VerizonSupport,"Virginia, USA",2021-03-30 21:34:37,man ordered jetpack dongle guy past weekend day shipping supposed,1,[],3,21,-1,65,0,1,30,evening,37,0.002690712683383306,0.9999963800260756
69,VerizonSupport,,2021-03-30 21:34:18,their response consist blaming covid,1,[],3,21,0,36,0,1,30,evening,18,0.0013089965651739634,0.9999991432636292
70,VerizonSupport,,2021-03-30 21:34:16,hello ori apology took one interaction get issue resolved thank,1,[],3,21,0,63,0,1,30,evening,16,0.001163552572115895,0.9999993230724769
71,VerizonSupport,Ohio,2021-03-30 21:31:38,get shit together lol got event need streamed,0,[],3,21,1,45,0,1,30,evening,38,0.002763434465118793,0.9999961817076888
72,VerizonSupport,"Arlington, VA, USA",2021-03-30 21:30:46,wanted let know taken people minute figure get,1,[],3,21,0,46,0,1,30,evening,46,0.003345208160578313,0.9999944047755279
73,VerizonSupport,"Massachusetts, USA",2021-03-30 21:30:24,thats odd hope come,1,[],3,21,-1,19,0,1,30,evening,24,0.0017453283658983088,0.9999984769132877
74,VerizonSupport,Dallas Mufuckin Texas,2021-03-30 21:29:29,man ordered jetpack dongle guy past weekend day shipping supposed,1,[],3,21,-1,65,0,1,30,evening,29,0.0021089379495311737,0.9999977761878899
75,VerizonSupport,,2021-03-30 21:29:28,good afternoon michael thanks much reaching today verizon fios social medium,1,[],3,21,1,76,0,1,30,evening,28,0.002036216053572466,0.9999979269099427
76,VerizonSupport,,2021-03-30 21:25:18,sorry hear trouble app you also use link schedule call,0,[],3,21,-1,54,0,1,30,evening,18,0.0013089965651739634,0.9999991432636292
77,VerizonSupport,United States,2021-03-30 21:16:48,call kid,1,"['😀', '👍']",3,21,0,8,2,1,30,evening,48,0.003490651415223732,0.9999939076577904
78,VerizonSupport,"Los Angeles, CA",2021-03-30 21:06:45,guessing paid hour,1,[],3,21,0,18,0,1,30,evening,45,0.0032724865065266256,0.9999946454016965
79,VerizonSupport,New York City ,2021-03-30 21:06:43,elc,1,[],3,21,0,3,0,1,30,evening,43,0.003127043146888234,0.9999951107886266
80,VerizonSupport,,2021-03-30 21:06:01,turn frown upside when ever concern arise always reach than,1,[],3,21,0,59,0,1,30,evening,1,7.272205210233201e-05,0.9999999973557515
81,VerizonSupport,New York City ,2021-03-30 21:04:07,one talk elc,1,[],3,21,0,12,0,1,30,evening,7,0.0005090543431792651,0.9999998704318295
82,VerizonSupport,,2021-03-30 21:03:27,you always talk happy help please hesitate reach concern elc,0,[],3,21,1,60,0,1,30,evening,27,0.0019634941468452357,0.9999980723435097
83,ATT,,2021-03-30 21:02:12,sent,1,[],3,21,0,4,0,1,30,evening,12,0.0008726645152351496,0.9999996192282494
84,VerizonSupport,New York City ,2021-03-30 21:02:04,can talk elc,1,[],3,21,0,12,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
85,VerizonSupport,,2021-03-30 21:01:20,always happy help fios family are fios concern help today elc,0,[],3,21,1,61,0,1,30,evening,20,0.001454440530541535,0.9999989423008122
86,ATT,,2021-03-30 20:59:47,apology matt specific contact information individual dispatch,1,[],3,20,0,61,0,1,30,evening,47,0.0034179297969388783,0.9999941588608922
87,VerizonSupport,New York City ,2021-03-30 20:59:22,how today fios team family love,0,[],3,20,1,31,0,1,30,evening,22,0.0015998844651418896,0.9999987201840301
88,ATT,,2021-03-30 20:56:18,already following way get local dispatch number need resolved today,1,[],3,20,0,67,0,1,30,evening,18,0.0013089965651739634,0.9999991432636292
89,ATT,,2021-03-30 20:55:14,please follow assistance clc,1,[],3,20,0,28,0,1,30,evening,14,0.0010181085544440501,0.9999994817273514
90,ATT,,2021-03-30 20:50:37,unfortunately told builder phone number,0,[],3,20,-1,39,0,1,30,evening,37,0.002690712683383306,0.9999963800260756
91,ATT,,2021-03-30 20:49:27,were given ticket number matter clc,1,[],3,20,0,35,0,1,30,evening,27,0.0019634941468452357,0.9999980723435097
92,ATT,,2021-03-30 20:48:04,because builder called could give information,1,[],3,20,0,45,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
93,VerizonSupport,,2021-03-30 20:46:44,understand time valuable important resolve concern feel free fol,0,[],3,20,1,64,0,1,30,evening,44,0.0031997648351684022,0.9999948807393964
94,ATT,,2021-03-30 20:43:58,residential construction crew cut line morning told verizon would,1,[],3,20,0,65,0,1,30,evening,58,0.004217866519298844,0.99999110476145
95,ATT,,2021-03-30 20:39:58,hello did need assistance wireless residential service today clc,1,[],3,20,0,64,0,1,30,evening,58,0.004217866519298844,0.99999110476145
96,VerizonSupport,,2021-03-30 20:39:36,definitely want feel way help what happened cause feeling elc,1,[],3,20,0,61,0,1,30,evening,36,0.0026179908874179934,0.9999965730559848
97,VerizonSupport,"Stockholm, Sweden",2021-03-30 20:38:15,update courtney alan virtual assistant finally got phone set took hour thanks listeni,0,[],3,20,1,85,0,1,30,evening,15,0.0010908305661643995,0.999999405044161
98,VerizonSupport,France,2021-03-30 20:23:54,unacceptable canceled service verizon,1,[],3,20,0,37,0,1,30,evening,54,0.0039269807238059996,0.9999922893814706
99,VerizonSupport,"Portland, OR",2021-03-30 20:20:27,it phooooonnneee love,0,['😍'],3,20,1,21,1,1,30,evening,27,0.0019634941468452357,0.9999980723435097
100,verizon,Ottawa Ontario,2021-03-30 23:59:38,and hung perhaps use verizon hear,1,[],3,23,0,33,0,1,30,evening,38,0.002763434465118793,0.9999961817076888
101,verizon,New York,2021-03-30 23:58:47,bad comparison verizon charge people regardless age,0,[],3,23,-1,51,0,1,30,evening,47,0.0034179297969388783,0.9999941588608922
102,TMobile,"California, USA",2021-03-30 23:58:40,alright true this time,0,[],3,23,1,22,0,1,30,evening,40,0.0029088779843619342,0.9999957692054863
105,verizon,,2021-03-30 23:54:50,hear jazz still lost home,1,['🤯'],3,23,0,25,1,1,30,evening,50,0.0036360945960279547,0.9999933893861943
109,verizon,,2021-03-30 23:53:27,been trying get reimbursed two phone past summer,1,[],3,23,-1,48,0,1,30,evening,27,0.0019634941468452357,0.9999980723435097
110,VZWSupport,"Stockholm, Sweden",2021-03-30 23:52:42,fuck two week and still dont have cell service corporate call,1,[],3,23,-1,61,0,1,30,evening,42,0.0030543214420707073,0.9999953355493857
111,verizon,"Accra, Ghana",2021-03-30 23:52:00,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,0,0.0,1.0
112,verizon,France,2021-03-30 23:51:52,lemmy kilmister preforming stage verizon wireless amphitheater san antonio texas august,1,['🤠'],3,23,0,87,1,1,30,evening,52,0.0037815376999142786,0.9999928499607506
113,verizon,Sydney,2021-03-30 23:51:14,verizon medium promotes paul sigaloff anz south east asia india read more,1,[],3,23,1,73,0,1,30,evening,14,0.0010181085544440501,0.9999994817273514
114,verizon,"Jersey City, NJ",2021-03-30 23:50:10,actually heard coming verizon the unlocked version certified verizon,1,[],3,23,0,68,0,1,30,evening,10,0.0007272204575659147,0.9999997355751681
120,verizon,"Denver, CO",2021-03-30 23:48:37,for know foreign spy organization possibly corporation verizon,0,[],3,23,-1,62,0,1,30,evening,37,0.002690712683383306,0.9999963800260756
121,verizon,,2021-03-30 23:48:25,anyone spare verizon phone hanging around,1,['🐘'],3,23,0,41,1,1,30,evening,25,0.0018180503026235678,0.9999983473451829
122,verizon,"Washington, DC",2021-03-30 23:47:43,never approve illegal streaming wld cheating executive great company like comcast verizon,0,[],3,23,1,89,0,1,30,evening,43,0.003127043146888234,0.9999951107886266
123,verizon,,2021-03-30 23:47:33,please help see picture,1,[],3,23,0,23,0,1,30,evening,33,0.0023998254179889928,0.9999971204148356
124,TMobile,,2021-03-30 23:46:46,over million cell tower mapped using studio time,1,[],3,23,0,48,0,1,30,evening,46,0.003345208160578313,0.9999944047755279
126,verizon,,2021-03-30 23:44:34,high,0,[],3,23,1,4,0,1,30,evening,34,0.002472547254336248,0.9999969432503657
127,verizon,"Orange, California",2021-03-30 23:44:00,our final chapman dialogue spring semester featuring andrés irlando start le hour,0,[],3,23,0,81,0,1,30,evening,0,0.0,1.0
128,verizon,"ATL-ish, NYC at heart",2021-03-30 23:43:31,intel hire justin long sprint commandeer verizon guy bring back joe isuzu,1,"['̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶']",3,23,-1,73,10,1,30,evening,31,0.0022543817076046643,0.9999974588783296
129,verizon,,2021-03-30 23:43:10,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,10,0.0007272204575659147,0.9999997355751681
130,verizon,,2021-03-30 23:41:55,token circulation hope hold become exit liquidity whale dump,1,['😂'],3,23,0,60,1,1,30,evening,55,0.003999702204792417,0.9999920011591458
131,verizon,"Elgin, IL",2021-03-30 23:41:24,where upgraded when passed two line sprint verizon got visa card,1,[],3,23,0,64,0,1,30,evening,24,0.0017453283658983088,0.9999984769132877
132,verizon,,2021-03-30 23:40:44,verizon security expert raising bar cyber defender,1,[],3,23,0,50,0,1,30,evening,44,0.0031997648351684022,0.9999948807393964
134,verizon,"Indianapolis, Indiana",2021-03-30 23:40:36,the first day proving ground powered starting watch live,1,['🔴'],3,23,1,56,1,1,30,evening,36,0.0026179908874179934,0.9999965730559848
135,verizon,"Charlotte, NC",2021-03-30 23:40:09,the latest ncaa division national ranking sponsored check top,0,[],3,23,1,61,0,1,30,evening,9,0.0006544984227701476,0.9999997858158843
136,verizon,"Arlington, VA ",2021-03-30 23:39:02,parking sign still ground discarded verizon like plant since county board vot,1,[],3,23,0,77,0,1,30,evening,2,0.00014544410382007366,0.9999999894230063
137,verizon,Silicon Valley,2021-03-30 23:38:27,depends carrier could verizon mobile,1,[],3,23,0,36,0,1,30,evening,27,0.0019634941468452357,0.9999980723435097
139,verizon,"Mandarin, FL",2021-03-30 23:36:58,love oneplus backpack verizon oneplus,0,[],3,23,1,37,0,1,30,evening,58,0.004217866519298844,0.99999110476145
140,verizon,"Michigan, USA",2021-03-30 23:36:54,scamming money people pandemic working trying pay bill going,1,[],3,23,0,60,0,1,30,evening,54,0.0039269807238059996,0.9999922893814706
141,verizon,,2021-03-30 23:36:25,considering switching company seen feature white heterosexual couple family commercial,1,[],3,23,0,86,0,1,30,evening,25,0.0018180503026235678,0.9999983473451829
142,verizon,En los meros rines,2021-03-30 23:34:35,verizon shut network next year following multiple delay,1,[],3,23,0,55,0,1,30,evening,35,0.0025452690776074445,0.9999967607974151
143,verizon,"Bomber Command, England",2021-03-30 23:33:36,lemmy kilmister preforming stage verizon wireless amphitheater san antonio texas august,1,['🤠'],3,23,0,87,1,1,30,evening,36,0.0026179908874179934,0.9999965730559848
144,verizon,Venezuela,2021-03-30 23:33:18,the fella back ready back home court performance center,1,['📍'],3,23,1,55,1,1,30,evening,18,0.0013089965651739634,0.9999991432636292
145,verizon,New Jersey,2021-03-30 23:32:56,completely ignored dispute verizon resolved thanks never say,1,[],3,23,1,60,0,1,30,evening,56,0.004072423664626422,0.9999917076483663
146,VerizonSupport,,2021-03-30 23:32:38,happy welcome verizon family please check availability start,0,[],3,23,1,60,0,1,30,evening,38,0.002763434465118793,0.9999961817076888
148,verizon,"Uptown, Chicago",2021-03-30 23:29:48,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,48,0.003490651415223732,0.9999939076577904
149,verizon,Yogyakarta,2021-03-30 23:28:58,verizon shut network next year following multiple delay,1,[],3,23,0,55,0,1,30,evening,58,0.004217866519298844,0.99999110476145
150,verizon,Following My Bliss,2021-03-30 23:28:55,intel hire justin long sprint commandeer verizon guy bring back joe isuzu,1,"['̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶']",3,23,-1,73,10,1,30,evening,55,0.003999702204792417,0.9999920011591458
151,verizon,,2021-03-30 23:28:37,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,37,0.002690712683383306,0.9999963800260756
152,ATT,NYC,2021-03-30 23:28:20,experience future gaming urban legend battle friend immersive multiplayer,1,[],3,23,0,73,0,1,30,evening,20,0.001454440530541535,0.9999989423008122
153,verizon,"Paragould, AR",2021-03-30 23:28:04,super easy entry enter yes five end,0,[],3,23,1,35,0,1,30,evening,4,0.0002908882045634246,0.9999999576920253
154,verizon,MN & WI USA,2021-03-30 23:28:02,finally following promise kill,1,[],3,23,0,30,0,1,30,evening,2,0.00014544410382007366,0.9999999894230063
155,verizon,,2021-03-30 23:27:27,asurion company verizon us cover insurance claim need work tacking system complete garbage,1,[],3,23,1,90,0,1,30,evening,27,0.0019634941468452357,0.9999980723435097
156,verizon,Westcoastia,2021-03-30 23:26:52,intel hire justin long sprint commandeer verizon guy bring back joe,1,"['̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶', '̶']",3,23,-1,67,10,1,30,evening,52,0.0037815376999142786,0.9999928499607506
157,verizon,PDX • 21 • she/her • ♎️,2021-03-30 23:26:27,anyone spare verizon phone hanging around,1,['🐘'],3,23,0,41,1,1,30,evening,27,0.0019634941468452357,0.9999980723435097
159,verizon,"Portland, OR",2021-03-30 23:22:56,anyone spare verizon phone hanging around,1,['🐘'],3,23,0,41,1,1,30,evening,56,0.004072423664626422,0.9999917076483663
160,verizon,,2021-03-30 23:22:34,when verizon got scared away yr ago consumer loser public,1,[],3,23,0,57,0,1,30,evening,34,0.002472547254336248,0.9999969432503657
162,VZWSupport,a lil lasagna ,2021-03-30 23:21:50,spouse appreciate reaching however general complaint regarding lim,1,[],3,23,-1,66,0,1,30,evening,50,0.0036360945960279547,0.9999933893861943
163,verizon,"Meridian, ID",2021-03-30 23:21:26,their appointment system crazy well stopped day let,0,[],3,23,-1,51,0,1,30,evening,26,0.0018907722297340735,0.99999821248859
164,verizon,,2021-03-30 23:21:01,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,1,7.272205210233201e-05,0.9999999973557515
165,verizon,Third planet from the sun,2021-03-30 23:20:57,activating verizon network without secret cdma firmware,0,[],3,23,-1,55,0,1,30,evening,57,0.004145145102923426,0.999991408849134
166,verizon,"Plateau, Nigeria",2021-03-30 23:19:30,you rocking jersey season you member grab tht jersey today,1,[],3,23,0,58,0,1,30,evening,30,0.0021816598343367697,0.9999976201773518
167,VerizonSupport,"Wisconsin, USA",2021-03-30 23:19:25,experience switch verizon last year absolutely suck,1,[],3,23,1,51,0,1,30,evening,25,0.0018180503026235678,0.9999983473451829
168,verizon,"Canton, MA",2021-03-30 23:19:03,coming next channel verizon canton health board,1,[],3,23,0,47,0,1,30,evening,3,0.00021816615476863465,0.9999999762017642
169,verizon,,2021-03-30 23:18:20,verizon finally following promise kill,1,[],3,23,0,38,0,1,30,evening,20,0.001454440530541535,0.9999989423008122
170,verizon,"Los Angeles, CA",2021-03-30 23:17:17,tmann better care,1,[],3,23,1,17,0,1,30,evening,17,0.0012362745719139464,0.9999992358122994
172,verizon,,2021-03-30 23:16:05,enter win verizon gift card winner,1,[],3,23,1,34,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
173,TMobileHelp,,2021-03-30 23:15:43,yeah everything jumping hoop stop selling data this att,1,[],3,23,0,55,0,1,30,evening,43,0.003127043146888234,0.9999951107886266
174,verizon,,2021-03-30 23:15:17,pay verizon hour later texting new bill,1,[],3,23,1,39,0,1,30,evening,17,0.0012362745719139464,0.9999992358122994
175,verizon,also a dame & luka stan ♡,2021-03-30 23:14:25,jersey pls,1,[],3,23,0,10,0,1,30,evening,25,0.0018180503026235678,0.9999983473451829
176,verizon,"San Francisco, CA",2021-03-30 23:14:14,ensure send bill people customer and least make easy contact,0,[],3,23,1,60,0,1,30,evening,14,0.0010181085544440501,0.9999994817273514
177,verizon,New York + Jersey Cities,2021-03-30 23:14:05,haha sound like verizon,1,[],3,23,1,23,0,1,30,evening,5,0.00036361025281985316,0.9999999338937898
178,verizon,NYC,2021-03-30 23:13:56,verizon fios,1,[],3,23,0,12,0,1,30,evening,56,0.004072423664626422,0.9999917076483663
179,verizon,Jobless,2021-03-30 23:13:43,hollywood,1,[],3,23,0,9,0,1,30,evening,43,0.003127043146888234,0.9999951107886266
